Date of Contract;Municipality Name;Zone Name;Real Estate Type;Area in Square Meters;Price per Square Foot;Real Estate Value
2024-09-25;Umm Slal;Umm Slal Muhammed;Residence;1007;231;2500000
2024-09-25;Doha;Duhail;Residence;416;592;2650000
2024-09-25;Doha;Al Thumama  46;Residence;414;600;2673846
2024-09-25;Al Rayyan;Al Waab;Vacant Land;2749;879;26000000
2024-09-25;Al Shamal;Aba Al Dalouf;Vacant Land;576;135;837000
2024-09-25;Al Wakrah;Al Wukair;Vacant Land;700;230;1733000
2024-09-25;Al Wakrah;Al Wukair;Residence;450;485;2350000
2024-09-25;Doha;The Pearl Island;Residential Unit;62;1755.69;1180000
2024-09-25;Doha;Umm Ghuwailina;Residence;483;673;3500000
2024-09-25;Doha;Fereej Abdel Aziz;Residence;147;1547;2449000
2024-09-25;Al Rayyan;Al Waab;Vacant Land;3472;776;29000000
2024-09-25;Doha;The Pearl Island;Residential Unit;148;1066.59;1710050
2024-09-25;Doha;The Pearl Island;Residential Unit;118;1444.65;1844700
2024-09-25;Doha;Al Dafna  60;Residential Unit;154;1421.42;2366451
2024-09-25;Doha;Legtaifiya;Residential Unit;126;847.52;1150000
2024-09-25;Umm Slal;Umm Slal Muhammed;Vacant Land;320;232;800000
2024-09-25;Doha;Old Airport;Residence;764;356;2925000
2024-09-25;Doha;Madinat Khalifa South;Residential Building;337;1048;3800000
2024-09-25;Al Rayyan;Umm Al Senaim;Residence;1200;267;3447112
2024-09-25;Al Wakrah;Al Mashaf;Residence;526;415;2350000
2024-09-25;Al Wakrah;Al Wukair;Vacant Land;789;190;1613600
2024-09-25;Doha;The Pearl Island;Residential Unit;59;1294.17;828713
2024-09-25;Doha;The Pearl Island;Residential Unit;129;1328.83;1848426
2024-09-25;Doha;The Pearl Island;Residential Unit;141;1248.34;1900000
2024-09-25;Al Rayyan;Rawdat Egdaim;Residential Unit;462;441.95;2200000
2024-09-24;Umm Slal;Umm Ebairiya;Residence;547;340;2000000
2024-09-24;Al Rayyan;Lebday;Residence;892;260;2500000
2024-09-24;Al Rayyan;Ain Khalid;Residence;450;398;1930000
2024-09-24;Al Rayyan;Muraikh;Vacant Land;7504;200;16154610
2024-09-24;Al Daayen;Simaisma;Residence;404;671;2920000
2024-09-24;Al Daayen;Al Kheesa;Residence;507;449;2450000
2024-09-24;Al Daayen;Al Ebb;Residential commercial building;2360;2067;52500000
2024-09-24;Al Shamal;Al Ruwais;Residence;636;365;2500000
2024-09-24;Al Daayen;Al Ebb;Vacant Land;747;410;3300000
2024-09-24;Umm Slal;Umm Ebairiya;Vacant Land;367;246;970956
2024-09-24;Doha;Hazm Al Markhiya;Residence;1225;402;5300000
2024-09-24;Al Rayyan;Al Aziziya;Residence;487;439;2300000
2024-09-24;Al Rayyan;Muraikh;Residence;550;372;2200000
2024-09-24;Al Rayyan;Al Luqta;Residence;804;289;2500000
2024-09-24;Al Daayen;Jeryan Jenaihat;Residence;540;361;2100000
2024-09-24;Al Daayen;Al Ebb;Vacant Land;746;411;3300000
2024-09-24;Al Wakrah;Al Mashaf;Vacant Land;22831;200;49151718
2024-09-24;Doha;The Pearl Island;Residential Unit;135;1873.18;2725000
2024-09-24;Doha;The Pearl Island;Residential Unit;902;926.02;9000000
2024-09-23;Al Khor and Al Dakhira;Al Dakhira;Residence;480;290;1500000
2024-09-23;Doha;Onaiza  66;Residence;885;388;3700000
2024-09-23;Doha;Onaiza  63;Residence;1225;398;5250000
2024-09-23;Al Rayyan;Izghawa  51;Residence;560;655;3950000
2024-09-23;Al Rayyan;Izghawa  51;Residence;598;870;5600000
2024-09-23;Al Rayyan;Baaya;Residence;1240;862;11500000
2024-09-23;Al Wakrah;Al Wukair;Vacant Land;677;177;1290000
2024-09-23;Doha;New Slata;Residence;910;306;3000000
2024-09-23;Doha;Old Airport;Residence;510;446;2450000
2024-09-23;Al Rayyan;Lebday;Residence;615;757;5008975
2024-09-23;Al Daayen;Rawdat Al Hamama;Vacant Land;1278;327;4500000
2024-09-23;Umm Slal;Umm Ebairiya;Residential Unit;369;377.48;1500000
2024-09-23;Doha;The Pearl Island;Residential Unit;86;1400.93;1300000
2024-09-23;Umm Slal;Umm Ebairiya;Residential Unit;353;394.43;1500000
2024-09-23;Al Rayyan;Lebday;Residence;389;259;1085727
2024-09-23;Umm Slal;Umm Ebairiya;Residential Unit;354;393.65;1500000
2024-09-23;Al Daayen;Ghar Thaileb;Residential Unit;97;1429.57;1500000
2024-09-22;Umm Slal;Umm Slal Ali;Vacant Land;1125;250;3027000
2024-09-22;Umm Slal;Al Kharaitiyat;Vacant Land;906;330;3218000
2024-09-22;Al Khor and Al Dakhira;Al Dakhira;Vacant Land;480;240;1240000
2024-09-22;Doha;Rawdat Al Khail;Residence;82;827;730000
2024-09-22;Doha;New Al Hitmi;Residence;1222;467;6142500
2024-09-22;Al Rayyan;New Al Rayyan;Residence;912;261;2560614
2024-09-22;Al Rayyan;Fereej Al Manaseer;Residence;900;232;2250000
2024-09-22;Al Rayyan;Gharrafat Al Rayyan;Vacant Land;4000;300;12900000
2024-09-22;Al Daayen;Al Ebb;Residence;611;403;2650000
2024-09-22;Al Wakrah;Al Wukair;Vacant Land;457;163;800000
2024-09-22;Al Wakrah;Al Thumama  50;Vacant Land;503;330;1786716
2024-09-22;Doha;The Pearl Island;Residential Unit;129;1019.01;1419000
2024-09-22;Doha;The Pearl Island;Residential Unit;120;1499.55;1950000
2024-09-22;Doha;The Pearl Island;Residential Unit;129;1165.24;1620000
2024-09-22;Al Khor and Al Dakhira;Al Khor;Vacant Land;443;315;1500000
2024-09-22;Doha;Fereej Bin Derhem;Vacant Land;552;934;5547688
2024-09-22;Al Rayyan;Al Gharrafa;Residence;1092;493;5800000
2024-09-22;Al Shamal;Aba Al Dalouf;Vacant Land;590;149;945000
2024-09-22;Doha;The Pearl Island;Residential Unit;311;1207.74;4053660
2024-09-22;Doha;The Pearl Island;Residential Unit;130;1151.11;1611000
2024-09-22;Doha;The Pearl Island;Residential Unit;130;1009.66;1415000
2024-09-22;Al Khor and Al Dakhira;Al Khor;Vacant Land;450;204;990000
2024-09-22;Al Khor and Al Dakhira;Al Khor;Vacant Land;583;240;1506100
2024-09-22;Doha;Nuaija  44;Residence;559;415;2500000
2024-09-22;Doha;Nuaija  43;Vacant Land;431;358;1660000
2024-09-22;Al Daayen;Al Ebb;Residential Building and Shops;1200;1781;23000000
2024-09-22;Doha;The Pearl Island;Residential Unit;175;1108.77;2099430
2024-09-22;Doha;Legtaifiya;Residential Unit;199;908.03;1950000
2024-09-19;Umm Slal;Umm Slal Ali;Vacant Land;6399;175;12066159
2024-09-19;Umm Slal;Umm Slal Ali;Vacant Land;1464;175;2760566
2024-09-19;Doha;Nuaija44;Residence;636;438;3000000
2024-09-19;Doha;Al Thumama 46;Vacant Land;450;372;1800000
2024-09-19;Al Rayyan;Bani Hajer;Residence;900;310;3000000
2024-09-19;Al Daayen;Al Kheesa;Vacant Land;4136;326;14500000
2024-09-19;Umm Slal;Umm Slal Ali;Residence;900;361;3500000
2024-09-19;Al Rayyan;Fereej Al Manaseer;Residence;900;222;2153147
2024-09-19;Al Rayyan;Muraikh;Vacant Land;792;270;2300000
2024-09-19;Umm Slal;Umm Slal Ali;Vacant Land;2894;175;5457019
2024-09-19;Doha;Al Messila;Residence;413;652;2900000
2024-09-19;Doha;Al Mansoura;Residential Building;477;2298;11800000
2024-09-19;Al Shamal;Aba Al Dalouf;Vacant Land;575;135;835555
2024-09-19;Al Daayen;Al Ebb;Residence;540;688;4000000
2024-09-19;Al Wakrah;Al Wakrah;Residence;594;305;1950000
2024-09-18;Doha;The Pearl Island;Residential Unit;189;922.65;1880000
2024-09-18;Doha;The Pearl Island;Residential Unit;118;1799.16;2297393
2024-09-18;Al Rayyan;Ain Khalid;Residence;900;299;2900936
2024-09-18;Umm Slal;Al Kharaitiyat;Residence;451;402;1950000
2024-09-18;Doha;Onaiza 65;Residence;883;280;2661359
2024-09-18;Doha;Jelaiah;Vacant Land;1200;500;6458400
2024-09-18;Al Daayen;Jeryan Jenaihat;Commercial and residential Building;1200;1897;24500000
2024-09-18;Doha;The Pearl Island;Residential Unit;140;1025.57;1550000
2024-09-18;Doha;The Pearl Island;Residential Unit;134;1275.19;1850000
2024-09-18;Doha;The Pearl Island;Residential Unit;229;1054.47;2600000
2024-09-18;Doha;Al Matar Al Qadeem 16;Shops;799;1400;12040611
2024-09-18;Doha;Fereej Abdel Aziz;Residential Building;100;1533;1650000
2024-09-18;Al Rayyan;Gharrafat Al Rayyan;Residence;598;378;2430000
2024-09-18;Al Shamal;Madinat Al Shamal;Residence;748;161;1300000
2024-09-18;Al Shamal;Al Ruwais;Vacant Land;960;141;1460000
2024-09-17;Doha;The Pearl Island;Residential Unit;59;1570.02;1004000
2024-09-17;Umm Slal;Al Kharaitiyat;Residence;612;417;2750000
2024-09-17;Umm Slal;Umm Al Amad;Residence;540;551;3200000
2024-09-17;Doha;Umm Ghuwailina;Residence;97;575;600000
2024-09-17;Doha;Nuaija 43;Vacant Land;431;334;1550000
2024-09-17;Al Rayyan;Ain Khalid;Residence;600;604;3900000
2024-09-17;Al Daayen;Jeryan Jenaihat;Vacant Land;480;363;1875842
2024-09-17;Doha;The Pearl Island;Residential Unit;229;1298.1;3200000
2024-09-17;Umm Slal;Umm Al Amad;Residence;836;206;1850000
2024-09-17;Doha;Duhail;Residence;612;562;3700000
2024-09-17;Al Rayyan;Al Maamoura 56;Residence;465;470;2350000
2024-09-17;Al Rayyan;Gharrafat Al Rayyan;Residence;1238;304;4050000
2024-09-17;Doha;The Pearl Island;Residential Unit;73;1331.67;1060000
2024-09-17;Doha;The Pearl Island;Residential Unit;192;1107.03;2293110
2024-09-17;Doha;Umm Ghuwailina;Residential Building;931;1397;14000000
2024-09-17;Al Rayyan;Muraikh  South;Vacant Land;951;459;4700000
2024-09-17;Al Daayen;Umm Qarn;Residence;433;536;2500000
2024-09-17;Al Daayen;Jeryan Jenaihat;Vacant Land;462;377;1875842
2024-09-16;Doha;The Pearl Island;Residential Unit;182;1206.88;2372500
2024-09-16;Doha;The Pearl Island;Residential Unit;75;1076.01;874449
2024-09-16;Doha;Al Dafna;Residential Unit;163;1440;2538900
2024-09-16;Al Khor and Al Dakhira;Al Dakhira;Vacant Land;600;185;1194804
2024-09-16;Doha;Hazm Al Markhiya;Residence;883;631;6000000
2024-09-16;Al Rayyan;Fereej Al Murrah;Residence;752;278;2250000
2024-09-16;Al Wakrah;Al Wukair;Residence;746;560;4500000
2024-09-16;Doha;The Pearl Island;Residential Unit;75;1476.6;1200000
2024-09-16;Umm Slal;Umm Slal Ali;Residence;435;609;2850000
2024-09-16;Doha;Al Thumama 47;Vacant Land;1360;355;5200000
2024-09-16;Al Rayyan;Muaither 53;Residence;515;442;2450000
2024-09-16;Doha;The Pearl Island;Residential Unit;147;1122.03;1778400
2024-09-16;Doha;The Pearl Island;Residential Unit;147;925.43;1465000
2024-09-16;Doha;The Pearl Island;Residential Unit;156;1065.61;1800000
2024-09-16;Doha;The Pearl Island;Residential Unit;73;1102.36;874740
2024-09-16;Al Khor and Al Dakhira;Al Dakhira;Vacant Land;840;175;1582308
2024-09-16;Doha;Madinat Khalifa South;Residence;596;390;2500000
2024-09-16;Doha;Al Matar Al Qadeem;Residence;434;428;2000000
2024-09-16;Doha;Hazm Al Markhiya;Residence;884;631;6000000
2024-09-16;Al Rayyan;Muaither55;Residence;538;423;2450000
2024-09-16;Al Wakrah;Al Wukair;Residence;700;478;3600000
2024-09-15;Al Rayyan;Al Luqta;Residence;902;257;2500000
2024-09-15;Al Daayen;Jeryan Jenaihat;Residence;540;611;3550000
2024-09-15;Al Wakrah;Al Wukair;Residence;492;510;2700000
2024-09-15;Al Wakrah;Al Wakrah;Vacant Land;364;345;1350000
2024-09-15;Doha;Al Dafna 60;Residential Unit;153;1412.13;2334568
2024-09-15;Doha;Al Kharayej;Residential Unit;113;819.4;1000000
2024-09-15;Al Khor and Al Dakhira;Al Khor;Residence;744;375;3000000
2024-09-15;Al Daayen;Umm Qarn;Residence;374;397;1600000
2024-09-15;Al Wakrah;Al Wukair;Residence;470;593;3000000
2024-09-15;Doha;Al Matar Al Qadeem;Vacant Land;6395;247;17000000
2024-09-15;Doha;Nuaija 43;Vacant Land;906;297;2900000
2024-09-15;Doha;Fereej Kulaib;Residential Building;1879;717;14500000
2024-09-15;Al Rayyan;zghawa 51;Vacant Land;888;320;3058600
2024-09-15;Al Wakrah;Al Wakrah;Vacant Land;525;288;1630000
2024-09-15;Al Wakrah;Al Wukair;Vacant Land;279660;85;255872120
2024-09-12;Doha;The Pearl Island;Residential Unit;87;1384.39;1300000
2024-09-12;Umm Slal;Umm Ebairiya;Residence;621;385;2575000
2024-09-12;Umm Slal;Umm Slal Ali;Residence;435;617;2890000
2024-09-12;Al Rayyan;Old Al Rayyan;Residence;926;251;2500000
2024-09-12;Al Wakrah;Al Wukair;Vacant Land;700;230;1733000
2024-09-12;Doha;The Pearl Island;Residential Unit;123;929.57;1238520
2024-09-12;Doha;Madinat Khalifa South;Residential Building;386;774;3217000
2024-09-12;Doha;Umm Ghuwailina;Residence;83;784;700000
2024-09-12;Al Rayyan;Muraikh;Residence;600;867;5600000
2024-09-12;Al Rayyan;Muaither  53;Vacant Land;473;255;1300000
2024-09-12;Doha;The Pearl Island;Residential Unit;183;1519.43;3000000
2024-09-12;Umm Slal;Umm Slal Ali;Residence;450;485;2350000
2024-09-12;Umm Slal;Al Kharaitiyat;Residence;930;400;4000000
2024-09-12;Doha;Najma;Residence;137;610;900000
2024-09-12;Al Rayyan;New Al Rayyan;Residence;524;558;3150000
2024-09-12;Al Rayyan;Al Gharrafa;Vacant Land;612;319;2100000
2024-09-12;Al Daayen;Umm Qarn;Residence;462;442;2200000
2024-09-12;Al Daayen;Lusail  69;Residence;990;779;8300000
2024-09-11;Doha;The Pearl Island;Residential Unit;147;979.59;1550000
2024-09-11;Doha;The Pearl Island;Residential Unit;190;1033.28;2115650
2024-09-11;Al Khor and Al Dakhira;Al Dakhira;Vacant Land;462;200;994617
2024-09-11;Doha;Al Thumama  47;Residence;687;514;3800000
2024-09-11;Al Rayyan;Mebaireek;Residence;1074;182;2109000
2024-09-11;Doha;The Pearl Island;Residential Unit;116;1674.46;2101930
2024-09-11;Doha;The Pearl Island;Residential Unit;87;1132.67;1063625
2024-09-11;Al Rayyan;Al Gharrafa;Residence;570;324;1990709
2024-09-11;Doha;The Pearl Island;Residential Unit;190;1036.23;2127490
2024-09-11;Doha;The Pearl Island;Residential Unit;123;944.34;1259311
2024-09-11;Umm Slal;Umm Slal Ali;Vacant Land;577;274;1700000
2024-09-11;Doha;Madinat Khalifa South;Residential Building;337;827;3000000
2024-09-11;Al Rayyan;Al Mearad;Residence;900;294;2850000
2024-09-11;Al Rayyan;Muaither  53;Residence;527;599;3400000
2024-09-11;Al Rayyan;Muraikh  South;Residence;600;437;2820000
2024-09-11;Al Rayyan;Al Gharrafa;Vacant Land;3400;235;8600000
2024-09-11;Al Rayyan;Bani Hajer;Residence;929;200;2000000
2024-09-11;Al Wakrah;Al Wukair;Vacant Land;558;233;1400000
2024-09-10;Doha;The Pearl Island;Residential Unit;73;1796.5;1430000
2024-09-10;Doha;The Pearl Island;Residential Unit;147;1060.98;1681633
2024-09-10;Al Khor and Al Dakhira;Al Khor;Residence;626;297;2000000
2024-09-10;Doha;Fereej Abdel Aziz;Residence;298;964;3092000
2024-09-10;Al Rayyan;Ain Khalid;Residence;580;320;2000000
2024-09-10;Al Rayyan;Old Al Rayyan;Residence;884;368;3500000
2024-09-10;Doha;The Pearl Island;Residential Unit;59;1064.29;680595
2024-09-10;Doha;The Pearl Island;Residential Unit;139;1088.99;1638000
2024-09-10;Doha;The Pearl Island;Residential Unit;87;1175.62;1111422
2024-09-10;Umm Slal;Al Kharaitiyat;Residence;983;567;6001913
2024-09-10;Doha;New Slata;Residence;801;302;2600000
2024-09-10;Doha;Umm Ghuwailina;Residence;181;709;1382000
2024-09-10;Doha;Old Airport;Vacant Land;1374;338;5000000
2024-09-10;Doha;Al Thumama  46;Residence;414;696;3100000
2024-09-10;Al Rayyan;Bu Hamour;Residence;450;485;2350000
2024-09-10;Al Daayen;Al Ebb;Vacant Land;590;400;2540300
2024-09-10;Doha;The Pearl Island;Residential Unit;177;1075.81;2050000
2024-09-10;Doha;The Pearl Island;Residential Unit;229;1460.36;3600000
2024-09-10;Doha;Najma;Residence;181;873;1700000
2024-09-10;Doha;Al Mansoura;Residence;571;732;4500000
2024-09-10;Al Rayyan;Al Sailiya;Residence;645;274;1900000
2024-09-10;Al Rayyan;Al Aziziya;Residence;1248;300;4029000
2024-09-10;Al Daayen;Al Kheesa;Residence;525;478;2700000
2024-09-10;Al Wakrah;Al Wukair;Vacant Land;700;230;1733000
2024-09-09;Doha;The Pearl Island;Residential Unit;59;1144.68;732003
2024-09-09;Doha;The Pearl Island;Residential Unit;144;1287.37;2000000
2024-09-09;Doha;Fereej Bin Mahmoud  22;Residential Building;248;1311;3500000
2024-09-09;Doha;Nuaija  44;Vacant Land;540;400;2325000
2024-09-09;Al Rayyan;Al Sailiya;Residence;645;274;1900000
2024-09-09;Al Wakrah;Al Wukair;Residence;2897;144;4500000
2024-09-09;Doha;The Pearl Island;Residential Unit;121;1089.37;1420000
2024-09-09;Doha;The Pearl Island;Residential Unit;73;1316.92;1045000
2024-09-09;Doha;The Pearl Island;Residential Unit;73;1312.83;1045000
2024-09-09;Doha;The Pearl Island;Residential Unit;75;1278.26;1045000
2024-09-09;Doha;The Pearl Island;Residential Unit;724;1090.38;8500000
2024-09-09;Doha;The Pearl Island;Residential Unit;150;1480.82;2400000
2024-09-09;Doha;The Pearl Island;Residential Unit;112;1112.46;1350000
2024-09-09;Doha;Nuaija  44;Residence;1198;339;4369000
2024-09-09;Doha;Al Jebailat;Residence;1225;379;5000000
2024-09-09;Doha;Nuaija  44;Vacant Land;673;345;2500000
2024-09-09;Al Rayyan;Izghawa  51;Vacant Land;840;288;2600000
2024-09-09;Al Daayen;Simaisma;Residence;414;494;2200000
2024-09-09;Al Wakrah;Al Wukair;Residence;470;356;1800000
2024-09-09;Doha;The Pearl Island;Residential Unit;158;1552.01;2650190
2024-09-09;Doha;The Pearl Island;Residential Unit;59;1125.91;720000
2024-09-09;Doha;The Pearl Island;Residential Unit;87;955.31;898925
2024-09-09;Doha;The Pearl Island;Residential Unit;137;940.86;1394334
2024-09-09;Doha;The Pearl Island;Residential Unit;73;1493.11;1175000
2024-09-09;Doha;The Pearl Island;Residential Unit;59;1593.69;1020000
2024-09-09;Umm Slal;Umm Slal Ali;Vacant Land;456;204;1000000
2024-09-09;Doha;Al Thumama  50;Vacant Land;600;279;1800000
2024-09-09;Al Rayyan;Al Gharrafa;Residence;632;706;4800000
2024-09-09;Al Shamal;Al Ruwais;Vacant Land;510;135;741000
2024-09-09;Al Wakrah;Al Wukair;Vacant Land;1500;201;3250000
2024-09-09;Al Wakrah;Al Wukair;Vacant Land;743;240;1919400
2024-09-08;Umm Slal;Umm Slal Ali;Vacant Land;2484;180;4800000
2024-09-08;Doha;Nuaija  41;Residence;776;395;3300000
2024-09-08;Doha;Al Hilal;Vacant Land;1522;385;6307530
2024-09-08;Al Rayyan;Muaither  53;Vacant Land;506;297;1620000
2024-09-08;Doha;The Pearl Island;Residential Unit;129;1005.68;1400000
2024-09-08;Al Sheehaniya;Lijmiliya;Residence;693;208;1549729
2024-09-08;Al Wakrah;Al Wukair;Residence;444;402;1920000
2024-09-08;Al Daayen;Lusail  69;Residential Unit;158;965.12;1650000
2024-09-08;Doha;Al Mansoura;Residence;163;570;1000000
2024-09-08;Doha;Fereej Bin Omran;Residential Building;437;1318;6200000
2024-09-08;Doha;Nuaija  43;Residence;467;340;1709000
2024-09-08;Al Rayyan;Gharrafat Al Rayyan;Vacant Land;545;366;2149500
2024-09-08;Al Daayen;Umm Qarn;Vacant Land;376;325;1315000
2024-09-08;Al Wakrah;Al Wukair;Residence;746;560;4500000
2024-09-08;Al Wakrah;Al Wakrah;Vacant Land;1174;184;2320000
2024-09-05;Al Rayyan;Al Maamoura 56;Residence;577;435;2700000
2024-09-05;Al Rayyan;Al Maamoura 56;Residence;462;442;2200000
2024-09-05;Al Daayen;Umm Qarn;Vacant Land;664;264;1890000
2024-09-05;Al Daayen;Al Sakhama;Vacant Land;476;315;1613000
2024-09-05;Al Daayen;Al Sakhama;Vacant Land;775;264;2204950
2024-09-05;Al Wakrah;Al Wukair;Residence;484;346;1800000
2024-09-05;Al Rayyan;Al Maamoura 56;Residence;465;440;2200000
2024-09-05;Al Rayyan;Al Waab;Residence;5228;355;20000000
2024-09-05;Al Daayen;Al Sakhama;Vacant Land;771;266;2204950
2024-09-05;Doha;The Pearl Island;Residential Unit;76;1811.71;1501000
2024-09-05;Doha;Al Jebailat;Vacant Land;900;454;4400000
2024-09-04;Al Rayyan;Muaither 55;Residence;1225;245;3225000
2024-09-04;Al Daayen;Jeryan Jenaihat;Vacant Land;416;370;1656795
2024-09-04;Al Daayen;Al Sakhama;Vacant Land;619;278;1850000
2024-09-04;Doha;The Pearl Island;Residential Unit;158;1257.82;2150000
2024-09-04;Doha;The Pearl Island;Residential Unit;131;1155.39;1640000
2024-09-04;Doha;Al Thumama 46;Vacant Land;510;386;2120000
2024-09-04;Doha;The Pearl Island;Residential Unit;79;1582.18;1350000
2024-09-04;Doha;Nuaija 44;Residence;509;548;3000000
2024-09-04;Al Rayyan;Al Gharrafa;Residence;937;424;4280000
2024-09-04;Al Daayen;Umm Qarn;Residence;425;393;1800000
2024-09-04;Al Daayen;Umm Qarn;Residence;400;485;2090000
2024-09-04;Al Daayen;Al Sakhama;Vacant Land;618;278;1850000
2024-09-04;Al Wakrah;Al Mashaf;Residence;436;495;2325000
2024-09-03;Doha;The Pearl Island;Residential Unit;158;1514.44;2587017
2024-09-03;Doha;The Pearl Island;Residential Unit;140;1373.91;2075000
2024-09-03;Umm Slal;Al Kharaitiyat;Residence;420;420;1900000
2024-09-03;Doha;Old Airport;Vacant Land;1260;627;8500000
2024-09-03;Doha;Al Thumama 50;Vacant Land;558;266;1600000
2024-09-03;Doha;Al Thumama 50;Vacant Land;554;268;1600000
2024-09-03;Al Rayyan;Al Waab;Vacant Land;2750;811;24000000
2024-09-03;Al Wakrah;Al Wakrah;Residence;1043;267;3000000
2024-09-03;Al Wakrah;Al Wakrah;Vacant Land;503;314;1700000
2024-09-03;Al Daayen;Lusail 69;Residential Unit;137;971.44;1437555
2024-09-03;Doha;The Pearl Island;Residential Unit;59;1126.52;721363
2024-09-03;Doha;The Pearl Island;Residential Unit;129;1438.57;2000000
2024-09-03;Umm Slal;Umm Slal Ali;Residence;446;583;2800000
2024-09-03;Doha;Old Airport;Vacant Land;1437;550;8500000
2024-09-03;Al Daayen;Al Kheesa;Residence;525;752;4250000
2024-09-03;Al Khor and Al Dakhira;Al Dakhira;Vacant Land;467;189;950000
2024-09-03;Al Khor and Al Dakhira;Al Dakhira;Vacant Land;700;265;2000000
2024-09-03;Doha;Najma;Residential Building;145;1153;1800000
2024-09-03;Al Rayyan;Al Mearad;Vacant Land;1229;189;2500000
2024-09-03;Al Rayyan;Al Aziziya;Residence;557;417;2500000
2024-09-03;Al Shamal;Madinat Al Shamal;Residence;750;150;1212000
2024-09-02;Al Daayen;Lusail 69;Residential Unit;79;1089.14;929898
2024-09-02;Doha;The Pearl Island;Residential Unit;145;1015.5;1589227
2024-09-02;Umm Slal;Umm Slal Muhammed;Residence;925;412;4100000
2024-09-02;Al Khor and Al Dakhira;Al Khor;Residence;427;392;1800000
2024-09-02;Doha;Nuaija 43;Residence;397;451;1927113
2024-09-02;Doha;Al Thumama 46;Vacant Land;509;390;2136800
2024-09-02;Al Rayyan;Muaither 53;Residence;737;327;2594605
2024-09-02;Al Rayyan;Al Gharrafa;Residence;934;736;7400000
2024-09-02;Al Daayen;Al Sakhama;Residence;560;572;3450000
2024-09-02;Doha;The Pearl Island;Residential Unit;60;1731.54;1125000
2024-09-02;Al Daayen;Lusail 69;Residential Unit;121;1081.17;1418860
2024-09-02;Doha;Umm Ghuwailina;Residence;83;611;546000
2024-09-02;Doha;Al Maamoura 43;Residence;677;288;2100000
2024-09-02;Al Rayyan;Al Luqta;Residence;902;309;3000000
2024-09-02;Al Shamal;Aba Al Dalouf;Vacant Land;599;149;960000
